"filename", "language", "C++", "Makefile", "Markdown", "Python", "C", "Assembler file", "Shell Script", "YAML", "Perl", "CSS", "JSON", "Batch", "HTML", "XML", "Lua", "Visual Basic", "cmake", "Objective-C", "Properties", "comment", "blank", "total"
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitaframebuffer.c", "C", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 25, 119
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitaframebuffer.h", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 28
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagl_pvr.c", "C", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 25, 127
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagl_pvr_c.h", "C", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 34
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagles.c", "C", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 41, 223
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagles_c.h", "C", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 56
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagles_pvr.c", "C", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 98
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitagles_pvr_c.h", "C", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 35
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitakeyboard.c", "C", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 190
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/vita/SDL_vitakeyboard.h", "C", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 6, 34
